,level_0,index,production_countries,popularity,vote_average,overview,genres,keywords,production_companies,weighted_rating,release_year,genre_embedding,keywords_embedding,production_comp_embedding,production_count_embedding
24,24,55,['united states of america'],62.543,8.314,"['eighties', 'teenager', 'marty', 'mcfly', 'accidentally', 'sent', 'back', 'time', 'inadvertently', 'disrupting', 'parents', 'first', 'meeting', 'attracting', 'mother', 'romantic', 'interest', 'marty', 'must', 'repair', 'damage', 'history', 'rekindling', 'parents', 'romance', 'help', 'eccentric', 'inventor', 'friend', 'doc', 'brown', 'return']","['adventure', 'comedy', 'science', 'fiction']","['flying', 'car', 'race', 'time', 'clock', 'tower', 'car', 'race', 'lightning', 'guitar', 'plutonium', 'inventor', 'journey', 'past', 'invention', 'time', 'travel', 'bullying', 'mad', 'scientist', 'fish', 'water', 'terrorism', 'teenage', 'love', 'destiny', 'hidden', 'identity', 'love', 'romance', 'teenage', 'life', 'changing', 'past', 'future', 'tiempo', 'amused']","['universal pictures', 'amblin entertainment']",8.177862609462462,1980s,"[-0.07831608  0.08090999  0.10106318 -0.11723435  0.12993014 -0.0600943
  0.15294902  0.09372001 -0.1621939  -0.00214596]","[ 0.06502726 -0.01991693  0.62120426 -0.22750507  0.05179222  0.23523733
  0.7391225   0.4217653  -0.3532435  -0.37971422]",[-0.00077374  0.3235011   0.45737803 -0.0678677  -0.09745519],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
25,25,321,['united states of america'],51.373,8.437,"['larcenous', 'real', 'estate', 'clerk', 'marion', 'crane', 'goes', 'lam', 'wad', 'cash', 'hopes', 'starting', 'new', 'life', 'ends', 'notorious', 'bates', 'motel', 'manager', 'norman', 'bates', 'cares', 'housebound', 'mother']","['horror', 'drama', 'thriller']","['hotel', 'clerk', 'shower', 'arizona', 'motel', 'stolen', 'money', 'taxidermy', 'money', 'secretary', 'corpse', 'murderer', 'theft', 'mental', 'illness', 'private', 'detective', 'missing', 'person', 'psycho', 'voyeurism', 'voyeur', 'oedipus', 'complex', 'double', 'identity', 'mother', 'son', 'relationship', 'birds', 'whodunnit', 'woman', 'run', 'corruptibility', 'confused', 'identities', 'human', 'vulnerabilities']",['shamley productions'],8.168316892919988,1960s,"[-0.07329507  0.02981817  0.02528237 -0.01861222  0.04996805 -0.02862681
  0.10737178  0.1580888  -0.10096622  0.01148225]","[ 0.03938576 -0.04824159  0.55643654 -0.02994553  0.23001051  0.1785736
  0.74461     0.3170143  -0.56209797 -0.4844312 ]",[0. 0. 0. 0. 0.],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
26,26,6,['united states of america'],154.34,8.255,"['avengers', 'allies', 'continued', 'protect', 'world', 'threats', 'large', 'one', 'hero', 'handle', 'new', 'danger', 'emerged', 'cosmic', 'shadows', 'thanos', 'despot', 'intergalactic', 'infamy', 'goal', 'collect', 'six', 'infinity', 'stones', 'artifacts', 'unimaginable', 'power', 'use', 'inflict', 'twisted', 'reality', 'everything', 'avengers', 'fought', 'led', 'moment', 'fate', 'earth', 'existence', 'never', 'uncertain']","['adventure', 'action', 'science', 'fiction']","['sacrifice', 'magic', 'superhero', 'based', 'comic', 'space', 'battlefield', 'genocide', 'magical', 'object', 'super', 'power', 'aftercreditsstinger', 'marvel', 'cinematic', 'universe', 'mcu', 'cosmic']",['marvel studios'],8.16532563926962,2010s,"[-0.08178394  0.06682833  0.07557982 -0.10694653  0.10702501 -0.0575473
  0.16898724  0.0896     -0.1710373  -0.01440524]","[ 0.19629495 -0.26382548  0.85443527 -0.23082489 -0.29056802  0.05651355
  0.70142525  0.43406004 -0.23196033 -0.3159712 ]",[ 0.05614532 -0.06037559  0.20803571 -0.19620292  0.12786241],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
27,27,296,['united states of america'],36.673,8.42,"['petty', 'criminal', 'fakes', 'insanity', 'serve', 'sentence', 'mental', 'ward', 'rather', 'prison', 'soon', 'finds', 'leader', 'enemy', 'cruel', 'domineering', 'nurse', 'runs', 'ward']",['drama'],"['mentally', 'disabled', 'friendship', 'based', 'novel', 'book', 'nurse', 'lunatic', 'asylum', 'insane', 'asylum', 'oregon', 'usa', 'hospital', 'medication', 'female', 'villain', 'shock', 'treatment']",['fantasy films'],8.162968742840926,1970s,"[-0.03745704  0.03769625  0.1064771   0.0366094  -0.02885622 -0.0978338
  0.15109776  0.15718275 -0.1352962  -0.04537118]","[ 0.1467502   0.0137178   0.70227575 -0.1315845  -0.10091747  0.12082704
  0.74404985  0.4369237  -0.3239831  -0.3338538 ]",[0. 0. 0. 0. 0.],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
28,28,15,['united states of america'],91.756,8.263,"['devastating', 'events', 'avengers', 'infinity', 'war', 'universe', 'ruins', 'due', 'efforts', 'mad', 'titan', 'thanos', 'help', 'remaining', 'allies', 'avengers', 'must', 'assemble', 'order', 'undo', 'thanos', 'actions', 'restore', 'order', 'universe', 'matter', 'consequences', 'may', 'store']","['adventure', 'science', 'fiction', 'action']","['superhero', 'time', 'travel', 'space', 'travel', 'time', 'machine', 'based', 'comic', 'sequel', 'alien', 'invasion', 'superhero', 'team', 'marvel', 'cinematic', 'universe', 'mcu', 'alternate', 'timeline', 'father', 'daughter', 'relationship', 'sister', 'sister', 'relationship']",['marvel studios'],8.159341770937909,2010s,"[-0.08178394  0.06682833  0.07557982 -0.10694651  0.10702501 -0.05754731
  0.16898724  0.0896     -0.1710373  -0.01440524]","[ 0.16739547 -0.28072873  0.7662755  -0.1549062  -0.12674646  0.14738014
  0.75158054  0.3103978  -0.309029   -0.4209249 ]",[ 0.05614532 -0.06037559  0.20803571 -0.19620292  0.12786241],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
29,29,423,"['united states of america', 'italy', 'spain', 'germany']",81.717,8.473,"['civil', 'war', 'rages', 'union', 'confederacy', 'three', 'men', 'quiet', 'loner', 'ruthless', 'hitman', 'mexican', 'bandit', 'comb', 'american', 'southwest', 'search', 'strongbox', 'containing', 'stolen', 'gold']",['western'],"['gold', 'army', 'bounty', 'hunter', 'hitman', 'refugee', 'anti', 'hero', 'moral', 'ambiguity', 'gallows', 'outlaw', 'shootout', 'spaghetti', 'western', 'american', 'civil', 'war', 'dollars', 'trilogy']","['united artists', 'pea', 'arturo gonzález producciones cinematográficas', 'constantin film']",8.155068961814347,1960s,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[ 0.11941692  0.04477031  0.72329336 -0.09581589  0.02177414  0.24475387
  0.6959807   0.40798613 -0.2478621  -0.42517093]",[ 0.14766988  0.31226957  0.19114555 -0.06937358  0.00116992],[-0.01978905  0.03386526  0.06420838  0.01036769 -0.19470239]
30,30,106,['united states of america'],9.119,8.3,"['clarice', 'starling', 'top', 'student', 'fbi', 'training', 'academy', 'jack', 'crawford', 'wants', 'clarice', 'interview', 'hannibal', 'lecter', 'brilliant', 'psychiatrist', 'also', 'violent', 'psychopath', 'serving', 'life', 'behind', 'bars', 'various', 'acts', 'murder', 'cannibalism', 'crawford', 'believes', 'lecter', 'may', 'insight', 'case', 'starling', 'attractive', 'young', 'woman', 'may', 'bait', 'draw']","['crime', 'drama', 'thriller']","['based', 'novel', 'book', 'kidnapping', 'psychopath', 'fbi', 'murder', 'serial', 'killer', 'psychological', 'thriller', 'brutality', 'cannibal', 'moth', 'virginia']","['orion pictures', 'strong heart/demme production']",8.138054046566497,1990s,"[-0.07391492  0.06640171  0.05891627 -0.01701998  0.01723895 -0.04601596
  0.10174301  0.1125159  -0.09406722  0.03751652]","[ 0.09736527  0.09958967  0.64795876 -0.05810789  0.08613491  0.20359448
  0.6803417   0.44696903 -0.33364162 -0.4687184 ]",[-0.1025259  -0.01896081 -0.14002028  0.03986263  0.06531356],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
31,31,141,"['united states of america', 'france']",58.625,8.316,"['léon', 'top', 'hit', 'man', 'new', 'york', 'earned', 'rep', 'effective', 'cleaner', 'neighbors', 'wiped', 'dea', 'agent', 'becomes', 'unwilling', 'custodian', 'mathilda', 'long', 'mathilda', 'thoughts', 'turn', 'revenge', 'considers', 'following', 'léon', 'footsteps']","['crime', 'drama', 'action']","['hotel', 'room', 'new', 'york', 'city', 'immigrant', 'assassin', 'police', 'brutality', 'corruption', 'hitman', 'loss', 'loved', 'one', 'training', 'revenge', 'murder', 'loneliness', 'neighbor', 'tragic', 'love', 'city', 'life', 'complex', 'relationship']","['gaumont', 'les films du dauphin']",8.138031288496327,1990s,"[-0.01815213  0.0458024   0.08043539  0.01495967  0.00704928 -0.05308276
  0.14532904  0.09490416 -0.14928906 -0.02777767]","[-0.01976753  0.1418832   0.5126593  -0.02315272  0.24861023  0.22723165
  0.756114    0.44882676 -0.50357854 -0.39284596]",[-0.0143706   0.09418182 -0.0065314   0.15606126 -0.16100451],[ 0.07330333 -0.00958458  0.00946135  0.15941006 -0.15074715]
32,32,237,['united states of america'],36.427,8.352,"['derek', 'vineyard', 'paroled', 'serving', 'years', 'prison', 'killing', 'two', 'men', 'brother', 'danny', 'vineyard', 'narration', 'learn', 'going', 'prison', 'derek', 'skinhead', 'leader', 'violent', 'white', 'supremacist', 'gang', 'committed', 'acts', 'racial', 'crime', 'throughout', 'actions', 'greatly', 'influenced', 'danny', 'reformed', 'fresh', 'prison', 'derek', 'severs', 'contact', 'gang', 'becomes', 'determined', 'keep', 'danny', 'going', 'violent', 'path']",['drama'],"['prison', 'rape', 'skinhead', 'sibling', 'relationship', 'swastika', 'brother', 'fascism', 'jail', 'school', 'los', 'angeles', 'california', 'family', 'xenophobia', 'interracial', 'friendship', 'nazism']","['new line cinema', 'savoy pictures', 'the turman-morrissey company']",8.127535437699082,1990s,"[-0.03745704  0.03769625  0.1064771   0.0366094  -0.02885622 -0.0978338
  0.15109776  0.15718275 -0.1352962  -0.04537118]","[ 0.03448691  0.0123462   0.44089112 -0.11407083  0.3383669   0.25753
  0.67359114  0.5030896  -0.57593614 -0.53778565]",[-0.10814606  0.22182699  0.4686183  -0.13856407 -0.11069841],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
33,33,89,['france'],41.656,8.277,"['true', 'story', 'two', 'men', 'never', 'met', 'quadriplegic', 'aristocrat', 'injured', 'paragliding', 'accident', 'young', 'man', 'projects']","['drama', 'comedy']","['friendship', 'male', 'friendship', 'based', 'true', 'story', 'masseuse', 'aristocrat', 'paragliding', 'interracial', 'friendship', 'unlikely', 'friendship', 'duringcreditsstinger', 'quadriplegic', 'quadriplegia', 'loving', 'feel', 'good', 'intouchables']","['gaumont', 'cinécinéma', 'quad productions', 'chaocorp', 'ten films', 'tf1', 'canal+', 'tf1 films production']",8.127290268331036,2010s,"[-0.00322802  0.06931491  0.12574801 -0.01404555  0.06219293 -0.08482287
  0.1267814   0.15272951 -0.1629309  -0.05003268]","[ 0.03838224  0.01294742  0.61253995 -0.14371744  0.09092414  0.16159874
  0.7686001   0.4635595  -0.35875192 -0.35638002]",[ 0.05548658  0.20961829  0.24597128  0.08894581 -0.05182726],[ 0.15300386 -0.0270757  -0.08676045  0.135124   -0.10687503]
34,34,357,['japan'],79.888,8.402,"['sophie', 'young', 'milliner', 'turned', 'elderly', 'woman', 'witch', 'enters', 'shop', 'curses', 'encounters', 'wizard', 'named', 'howl', 'gets', 'caught', 'resistance', 'fighting', 'king']","['fantasy', 'animation', 'adventure']","['witch', 'flying', 'rain', 'castle', 'scarecrow', 'body', 'exchange', 'hatter', 'bakery', 'curse', 'steampunk', 'demon', 'anime', 'based', 'young', 'adult', 'novel']","['studio ghibli', 'dentsu music and entertainment', 'mitsubishi', 'nippon television network corporation', 'tfc', 'tokuma shoten', 'd-rights']",8.126145321866597,2000s,"[-0.03905414  0.05830635  0.12846945 -0.15913397  0.11869073 -0.02880831
  0.1370281   0.07164606 -0.12066284 -0.03590387]","[ 0.19895549  0.06101456  0.64893514 -0.09956191 -0.16589084 -0.02783082
  0.7964498   0.50432074 -0.32863525 -0.27916703]",[ 0.02985561  0.06555378  0.12567364  0.03359685 -0.2009538 ],[0. 0. 0. 0. 0.]
35,35,76,['united states of america'],87.384,8.256,"['young', 'lion', 'prince', 'cast', 'pride', 'cruel', 'uncle', 'claims', 'killed', 'father', 'uncle', 'rules', 'iron', 'paw', 'prince', 'grows', 'beyond', 'savannah', 'living', 'philosophy', 'worries', 'rest', 'days', 'past', 'comes', 'haunt', 'young', 'prince', 'must', 'decide', 'fate', 'remain', 'outcast', 'face', 'demons', 'become', 'needs']","['family', 'animation', 'drama']","['father', 'murder', 'loss', 'loved', 'one', 'africa', 'lion', 'manipulation', 'redemption', 'musical', 'uncle', 'murder', 'warthog', 'shaman', 'king', 'scar', 'family', 'hyena', 'meerkat', 'nature', 'mandrill', 'powerful']","['walt disney pictures', 'walt disney feature animation']",8.115680567219627,1990s,"[-0.05795843  0.03825084  0.12606539 -0.04533876  0.09303563 -0.06405208
  0.09807009  0.13791601 -0.12557165 -0.02409266]","[-0.04614181  0.10463731  0.52618027  0.01194191  0.2412123   0.12602545
  0.6880698   0.46053106 -0.5249168  -0.5391851 ]",[ 0.02867893  0.08400477  0.06627495 -0.16850531 -0.12704808],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
36,36,16,['united states of america'],78.564,8.206,"['set', 'century', 'matrix', 'tells', 'story', 'computer', 'hacker', 'joins', 'group', 'underground', 'insurgents', 'fighting', 'vast', 'powerful', 'computers', 'rule', 'earth']","['action', 'science', 'fiction']","['man', 'vs', 'machine', 'martial', 'arts', 'dream', 'artificial', 'intelligence', 'saving', 'world', 'hacker', 'self', 'sacrifice', 'virtual', 'reality', 'fight', 'prophecy', 'truth', 'philosophy', 'dystopia', 'insurgence', 'simulated', 'reality', 'cyberpunk', 'dream', 'world', 'woman', 'director', 'messiah', 'action', 'hero', 'gnosticism', 'complex']","['village roadshow pictures', 'groucho ii film partnership', 'silver pictures', 'warner bros. pictures']",8.106658547384942,1990s,"[-0.06369216  0.0700326   0.0372711  -0.08754642  0.11073189 -0.05478504
  0.15193796  0.10453057 -0.18154217  0.00093524]","[ 0.10792752 -0.04230855  0.75231665 -0.19100045 -0.00223601  0.19586532
  0.65624195  0.43986937 -0.2759839  -0.43395397]",[ 0.02956042  0.3002018   0.32623616  0.00335864 -0.0924438 ],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
37,37,30,"['france', 'germany', 'united states of america']",59.162,8.215,"['france', 'world', 'war', 'ii', 'group', 'soldiers', 'known', 'basterds', 'chosen', 'specifically', 'spread', 'fear', 'throughout', 'third', 'reich', 'scalping', 'brutally', 'killing', 'nazis', 'basterds', 'lead', 'aldo', 'raine', 'soon', 'cross', 'paths', 'teenage', 'girl', 'runs', 'movie', 'theater', 'paris', 'targeted', 'soldiers']","['drama', 'thriller', 'war']","['guerrilla', 'warfare', 'swastika', 'paris', 'france', 'nazi', 'self', 'sacrifice', 'sadism', 'dynamite', 'mexican', 'standoff', 'world', 'war', 'ii', 'jew', 'persecution', 'masochism', 'german', 'occupation', 'france', 'british', 'politics', 'revisionist', 'history', 'adolf', 'hitler']","['the weinstein company', 'universal pictures', 'a band apart', 'zehnte babelsberg film', 'visiona romantica', 'peninsula films']",8.101471325344749,2000s,"[-0.09380793  0.07205054  0.04250262 -0.04143938  0.03166717 -0.06912869
  0.09347881  0.17090708 -0.09778493  0.02339003]","[ 0.04040863  0.02591651  0.71061045 -0.09093264  0.07175905  0.22126299
  0.6726164   0.43344653 -0.30896842 -0.38178068]",[ 0.04381639  0.319569    0.16976471  0.01941621 -0.07877077],[ 0.03780859  0.01355161  0.01388544  0.05195313 -0.1654266 ]
38,38,378,"['france', 'germany', 'poland', 'united kingdom']",49.528,8.382,"['true', 'story', 'pianist', 'władysław', 'szpilman', 'experiences', 'warsaw', 'nazi', 'occupation', 'jews', 'city', 'find', 'forced', 'ghetto', 'szpilman', 'finds', 'work', 'playing', 'café', 'family', 'deported', 'stays', 'behind', 'works', 'laborer', 'eventually', 'goes', 'hiding', 'ruins', 'city']","['drama', 'war']","['concert', 'nazi', 'resistance', 'warsaw', 'ghetto', 'polish', 'resistance', 'homeland', 'holocaust', 'shoah', 'hunger', 'world', 'war', 'ii', 'prisoner', 'war', 'ghetto', 'deportation', 'jew', 'persecution', 'liberation', 'biography', 'survival', 'based', 'memoir', 'autobiography', 'pianist', 'poland']","['canal+ polska', 'bac films', 'heritage films', 'studio babelsberg', 'agencja produkcji filmowej', 'fff bayern', 'filmboard berlin-brandenburg (fbb)', 'r.p. productions', 'studiocanal', 'canal+', 'tvp', 'runteam', 'ffa']",8.100260836914144,2000s,"[-0.03745704  0.03769625  0.1064771   0.0366094  -0.02885622 -0.0978338
  0.15109776  0.15718275 -0.1352962  -0.04537118]","[ 0.09950364  0.03665297  0.70862406 -0.043253    0.00863508  0.23124164
  0.70945287  0.40011755 -0.2376614  -0.40908504]",[ 0.01554468  0.16684514  0.31024057  0.07324664 -0.02536378],[-0.00645718  0.05472175  0.03930404 -0.0418075  -0.12792872]
39,39,21,['united states of america'],56.595,8.2,"['world', 'war', 'ii', 'marshal', 'teddy', 'daniels', 'investigates', 'disappearance', 'patient', 'hospital', 'criminally', 'insane', 'efforts', 'compromised', 'troubling', 'visions', 'mysterious', 'doctor']","['drama', 'thriller', 'mystery']","['island', 'based', 'novel', 'book', 'hurricane', 'investigation', 'marshal', 'conspiracy', 'theory', 'psychiatric', 'hospital', 'psychological', 'thriller', 'whodunit']","['phoenix pictures', 'paramount', 'appian way', 'sikelia productions', 'mandate international']",8.095052841300648,2010s,"[-0.03770447  0.04214868  0.03726668 -0.05799386  0.04809761 -0.04316116
  0.10397524  0.14866467 -0.05144116  0.04623148]","[ 0.11899935  0.05094731  0.6422465  -0.06868091 -0.023196    0.17057513
  0.7545547   0.40693986 -0.34329692 -0.37937713]","[-1.2591928e-04  2.4290271e-01  2.4074039e-01 -3.3315055e-02
  6.9443570e-03]",[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
40,40,66,['united states of america'],166.578,8.222,"['despite', 'family', 'baffling', 'ban', 'music', 'miguel', 'dreams', 'becoming', 'accomplished', 'musician', 'like', 'idol', 'ernesto', 'de', 'la', 'cruz', 'desperate', 'prove', 'talent', 'miguel', 'finds', 'stunning', 'colorful', 'land', 'dead', 'following', 'mysterious', 'chain', 'events', 'along', 'way', 'meets', 'charming', 'trickster', 'hector', 'together', 'set', 'extraordinary', 'journey', 'unlock', 'real', 'story', 'behind', 'miguel', 'family', 'history']","['family', 'animation', 'fantasy', 'music', 'comedy', 'adventure']","['skeleton', 'mexico', 'guitar', 'afterlife', 'musician', 'holiday', 'singer', 'life', 'death', 'child', 'day', 'dead', 'pixar']","['pixar', 'walt disney pictures']",8.090506209109696,2010s,"[-0.04384643  0.07212882  0.13150094 -0.11144324  0.1355669  -0.05103742
  0.1252546   0.10194927 -0.1377732  -0.04824128]","[ 0.02772825  0.12096889  0.5046362  -0.06948417  0.23111813  0.12097508
  0.68455535  0.4399384  -0.5364273  -0.5380708 ]",[-0.1087677   0.1153611   0.20450279 -0.13611412 -0.05188193],[-0.00639718  0.00790654  0.10568314  0.18369614 -0.19461927]
